question_id:ID(Question),text
Q00620,What is (are) Creating a Family Health History ?
Q00621,What is (are) Creating a Family Health History ?
Q00622,How to diagnose Creating a Family Health History ?
Q00623,How to diagnose Creating a Family Health History ?
Q00624,What is (are) Shingles ?
Q00625,What causes Shingles ?
Q00626,How to prevent Shingles ?
Q00627,What are the symptoms of Shingles ?
Q00628,What are the treatments for Shingles ?
Q00629,What is (are) Shingles ?
Q00630,Who is at risk for Shingles? ?
Q00631,What are the symptoms of Shingles ?
Q00632,How to diagnose Shingles ?
Q00633,What are the complications of Shingles ?
Q00634,What causes Shingles ?
Q00635,Who is at risk for Shingles? ?
Q00636,What is (are) Shingles ?
Q00637,What are the symptoms of Shingles ?
Q00638,How to prevent Shingles ?
Q00639,What are the treatments for Shingles ?
Q00640,What is (are) Heart Attack ?
Q00641,What are the symptoms of Heart Attack ?
Q00642,What causes Heart Attack ?
Q00643,Who is at risk for Heart Attack? ?
Q00644,How to diagnose Heart Attack ?
Q00645,What are the treatments for Heart Attack ?
Q00646,What is (are) Heart Attack ?
Q00647,What causes Heart Attack ?
Q00648,What are the symptoms of Heart Attack ?
Q00649,What are the symptoms of Heart Attack ?
Q00650,How many people are affected by Heart Attack ?
Q00651,Who is at risk for Heart Attack? ?
Q00652,Who is at risk for Heart Attack? ?
Q00653,How to diagnose Heart Attack ?
Q00654,What are the treatments for Heart Attack ?
Q00655,What is (are) Heart Attack ?
Q00656,What are the treatments for Heart Attack ?
Q00657,What is (are) Heart Attack ?
Q00658,What are the treatments for Heart Attack ?
Q00659,What is (are) Heart Attack ?
Q00660,What is (are) Skin Cancer ?
Q00661,What causes Skin Cancer ?
Q00662,What are the symptoms of Skin Cancer ?
Q00663,How to diagnose Skin Cancer ?
Q00664,What are the treatments for Skin Cancer ?
Q00665,what research (or clinical trials) is being done for Skin Cancer ?
Q00666,What is (are) Skin Cancer ?
Q00667,What is (are) Skin Cancer ?
Q00668,What is (are) Skin Cancer ?
Q00669,What is (are) Skin Cancer ?
Q00670,What is (are) Skin Cancer ?
Q00671,What is (are) Skin Cancer ?
Q00672,Who is at risk for Skin Cancer? ?
Q00673,Who is at risk for Skin Cancer? ?
Q00674,What is (are) Skin Cancer ?
Q00675,What are the symptoms of Skin Cancer ?
Q00676,What is (are) Skin Cancer ?
Q00677,What are the treatments for Skin Cancer ?
Q00678,What are the treatments for Skin Cancer ?
Q00679,what research (or clinical trials) is being done for Skin Cancer ?
Q00680,How to diagnose Surviving Cancer ?
Q00681,What is (are) Surviving Cancer ?
Q00682,What is (are) Surviving Cancer ?
Q00683,What are the treatments for Surviving Cancer ?
Q00684,What are the treatments for Surviving Cancer ?
Q00685,What are the treatments for Surviving Cancer ?
Q00686,What are the treatments for Surviving Cancer ?
Q00687,What are the treatments for Surviving Cancer ?
Q00688,What are the treatments for Surviving Cancer ?
Q00689,What is (are) Surviving Cancer ?
Q00690,What is (are) Surviving Cancer ?
Q00691,What are the symptoms of Surviving Cancer ?
Q00692,What is (are) Surviving Cancer ?
Q00693,What is (are) Gout ?
Q00694,What causes Gout ?
Q00695,What are the symptoms of Gout ?
Q00696,What are the treatments for Gout ?
Q00697,what research (or clinical trials) is being done for Gout ?
Q00698,What is (are) Gout ?
Q00699,What causes Gout ?
Q00700,Who is at risk for Gout? ?
Q00701,Who is at risk for Gout? ?
Q00702,Who is at risk for Gout? ?
Q00703,What are the symptoms of Gout ?
Q00704,How to diagnose Gout ?
Q00705,What are the treatments for Gout ?
Q00706,What is (are) Gout ?
Q00707,How to diagnose Alzheimer's Caregiving ?
Q00708,What to do for Alzheimer's Caregiving ?
Q00709,What is (are) Alzheimer's Caregiving ?
Q00710,What is (are) Alzheimer's Caregiving ?
Q00711,What are the treatments for Alzheimer's Caregiving ?
Q00712,What is (are) Alzheimer's Caregiving ?
Q00713,How to diagnose Alzheimer's Caregiving ?
Q00714,What is (are) Alzheimer's Caregiving ?
Q00715,What is (are) Alzheimer's Caregiving ?
Q00716,What to do for Alzheimer's Caregiving ?
Q00717,What is (are) Alzheimer's Caregiving ?
Q00718,What is (are) Dry Eye ?
Q00719,What causes Dry Eye ?
Q00720,What are the symptoms of Dry Eye ?
Q00721,What are the treatments for Dry Eye ?
Q00722,What is (are) Dry Eye ?
Q00723,What is (are) Dry Eye ?
Q00724,What causes Dry Eye ?
Q00725,What is (are) Dry Eye ?
Q00726,What causes Dry Eye ?
Q00727,What are the symptoms of Dry Eye ?
Q00728,How to diagnose Dry Eye ?
Q00729,What are the treatments for Dry Eye ?
Q00730,What is (are) Dry Eye ?
Q00731,What is (are) Gum (Periodontal) Disease ?
Q00732,How to prevent Gum (Periodontal) Disease ?
Q00733,What are the symptoms of Gum (Periodontal) Disease ?
Q00734,What are the treatments for Gum (Periodontal) Disease ?
Q00735,What is (are) Gum (Periodontal) Disease ?
Q00736,What causes Gum (Periodontal) Disease ?
Q00737,What is (are) Gum (Periodontal) Disease ?
Q00738,What is (are) Gum (Periodontal) Disease ?
Q00739,What are the treatments for Gum (Periodontal) Disease ?
Q00740,What causes Gum (Periodontal) Disease ?
Q00741,Who is at risk for Gum (Periodontal) Disease? ?
Q00742,How to prevent Gum (Periodontal) Disease ?
Q00743,What causes Gum (Periodontal) Disease ?
Q00744,What are the symptoms of Gum (Periodontal) Disease ?
Q00745,How to diagnose Gum (Periodontal) Disease ?
Q00746,What are the treatments for Gum (Periodontal) Disease ?
Q00747,What are the treatments for Gum (Periodontal) Disease ?
Q00748,What are the treatments for Gum (Periodontal) Disease ?
Q00749,What are the treatments for Gum (Periodontal) Disease ?
Q00750,What is (are) Heart Failure ?
Q00751,What causes Heart Failure ?
Q00752,Who is at risk for Heart Failure? ?
Q00753,What are the symptoms of Heart Failure ?
Q00754,How to diagnose Heart Failure ?
Q00755,What are the treatments for Heart Failure ?
Q00756,What is (are) Heart Failure ?
Q00757,What causes Heart Failure ?
Q00758,What are the symptoms of Heart Failure ?
Q00759,How many people are affected by Heart Failure ?
Q00760,Who is at risk for Heart Failure? ?
Q00761,How to prevent Heart Failure ?
Q00762,What is (are) Heart Failure ?
Q00763,How to diagnose Heart Failure ?
Q00764,How to diagnose Heart Failure ?
Q00765,What are the treatments for Heart Failure ?
Q00766,What are the treatments for Heart Failure ?
Q00767,What are the treatments for Heart Failure ?
Q00768,What are the treatments for Heart Failure ?
Q00769,What is (are) Heart Failure ?
Q00770,What is (are) Breast Cancer ?
Q00771,Who is at risk for Breast Cancer? ?
Q00772,What are the symptoms of Breast Cancer ?
Q00773,How to diagnose Breast Cancer ?
Q00774,What is the outlook for Breast Cancer ?
Q00775,What are the stages of Breast Cancer ?
Q00776,What are the treatments for Breast Cancer ?
Q00777,What is (are) Hairy Cell Leukemia ?
Q00778,Who is at risk for Hairy Cell Leukemia? ?
Q00779,What are the symptoms of Hairy Cell Leukemia ?
Q00780,How to diagnose Hairy Cell Leukemia ?
Q00781,What is the outlook for Hairy Cell Leukemia ?
Q00782,What are the stages of Hairy Cell Leukemia ?
Q00783,what research (or clinical trials) is being done for Hairy Cell Leukemia ?
Q00784,What are the treatments for Hairy Cell Leukemia ?
Q00785,What is (are) Vulvar Cancer ?
Q00786,What are the symptoms of Vulvar Cancer ?
Q00787,How to diagnose Vulvar Cancer ?
Q00788,What is the outlook for Vulvar Cancer ?
Q00789,What are the stages of Vulvar Cancer ?
Q00790,what research (or clinical trials) is being done for Vulvar Cancer ?
Q00791,What are the treatments for Vulvar Cancer ?
Q00792,What is (are) Gallbladder Cancer ?
Q00793,Who is at risk for Gallbladder Cancer? ?
Q00794,What are the symptoms of Gallbladder Cancer ?
Q00795,How to diagnose Gallbladder Cancer ?
Q00796,What is the outlook for Gallbladder Cancer ?
Q00797,What are the stages of Gallbladder Cancer ?
Q00798,What are the treatments for Gallbladder Cancer ?
Q00799,what research (or clinical trials) is being done for Gallbladder Cancer ?
Q00800,What is (are) Atypical Chronic Myelogenous Leukemia ?
Q00801,What are the symptoms of Atypical Chronic Myelogenous Leukemia ?
Q00802,What is the outlook for Atypical Chronic Myelogenous Leukemia ?
Q00803,What are the treatments for Atypical Chronic Myelogenous Leukemia ?
Q00804,What is (are) Myelodysplastic/ Myeloproliferative Neoplasms ?
Q00805,How to diagnose Myelodysplastic/ Myeloproliferative Neoplasms ?
Q00806,What are the stages of Myelodysplastic/ Myeloproliferative Neoplasms ?
Q00807,What are the treatments for Myelodysplastic/ Myeloproliferative Neoplasms ?
Q00808,What is (are) Skin Cancer ?
Q00809,How to prevent Skin Cancer ?
Q00810,Who is at risk for Skin Cancer? ?
Q00811,what research (or clinical trials) is being done for Skin Cancer ?
Q00812,What is (are) Adult Acute Myeloid Leukemia ?
Q00813,Who is at risk for Adult Acute Myeloid Leukemia? ?
Q00814,What are the symptoms of Adult Acute Myeloid Leukemia ?
Q00815,How to diagnose Adult Acute Myeloid Leukemia ?
Q00816,What is the outlook for Adult Acute Myeloid Leukemia ?
Q00817,What are the stages of Adult Acute Myeloid Leukemia ?
Q00818,What are the treatments for Adult Acute Myeloid Leukemia ?
Q00819,what research (or clinical trials) is being done for Adult Acute Myeloid Leukemia ?
Q00820,What is (are) Childhood Soft Tissue Sarcoma ?
Q00821,Who is at risk for Childhood Soft Tissue Sarcoma? ?
Q00822,What are the symptoms of Childhood Soft Tissue Sarcoma ?
Q00823,How to diagnose Childhood Soft Tissue Sarcoma ?
Q00824,What is the outlook for Childhood Soft Tissue Sarcoma ?
Q00825,What are the stages of Childhood Soft Tissue Sarcoma ?
Q00826,what research (or clinical trials) is being done for Childhood Soft Tissue Sarcoma ?
Q00827,What are the treatments for Childhood Soft Tissue Sarcoma ?
Q00828,What is (are) Thymoma and Thymic Carcinoma ?
Q00829,What are the symptoms of Thymoma and Thymic Carcinoma ?
Q00830,How to diagnose Thymoma and Thymic Carcinoma ?
Q00831,What is the outlook for Thymoma and Thymic Carcinoma ?
Q00832,What are the stages of Thymoma and Thymic Carcinoma ?
Q00833,what research (or clinical trials) is being done for Thymoma and Thymic Carcinoma ?
Q00834,What are the treatments for Thymoma and Thymic Carcinoma ?
Q00835,What is (are) Wilms Tumor and Other Childhood Kidney Tumors ?
Q00836,Who is at risk for Wilms Tumor and Other Childhood Kidney Tumors? ?
Q00837,What are the symptoms of Wilms Tumor and Other Childhood Kidney Tumors ?
Q00838,How to diagnose Wilms Tumor and Other Childhood Kidney Tumors ?
Q00839,What is the outlook for Wilms Tumor and Other Childhood Kidney Tumors ?
Q00840,What are the stages of Wilms Tumor and Other Childhood Kidney Tumors ?
Q00841,What are the treatments for Wilms Tumor and Other Childhood Kidney Tumors ?
Q00842,what research (or clinical trials) is being done for Wilms Tumor and Other Childhood Kidney Tumors ?
Q00843,What is (are) Anal Cancer ?
Q00844,Who is at risk for Anal Cancer? ?
Q00845,What are the symptoms of Anal Cancer ?
Q00846,How to diagnose Anal Cancer ?
Q00847,What is the outlook for Anal Cancer ?
Q00848,What are the stages of Anal Cancer ?
Q00849,what research (or clinical trials) is being done for Anal Cancer ?
Q00850,What are the treatments for Anal Cancer ?
Q00851,What is (are) Childhood Extracranial Germ Cell Tumors ?
Q00852,What causes Childhood Extracranial Germ Cell Tumors ?
Q00853,Who is at risk for Childhood Extracranial Germ Cell Tumors? ?
Q00854,What are the symptoms of Childhood Extracranial Germ Cell Tumors ?
Q00855,How to diagnose Childhood Extracranial Germ Cell Tumors ?
Q00856,What is the outlook for Childhood Extracranial Germ Cell Tumors ?
Q00857,What are the stages of Childhood Extracranial Germ Cell Tumors ?
Q00858,What are the treatments for Childhood Extracranial Germ Cell Tumors ?
Q00859,what research (or clinical trials) is being done for Childhood Extracranial Germ Cell Tumors ?
Q00860,What is (are) Uterine Sarcoma ?
Q00861,Who is at risk for Uterine Sarcoma? ?
Q00862,What are the symptoms of Uterine Sarcoma ?
Q00863,How to diagnose Uterine Sarcoma ?
Q00864,What is the outlook for Uterine Sarcoma ?
Q00865,What are the stages of Uterine Sarcoma ?
Q00866,What are the treatments for Uterine Sarcoma ?
Q00867,what research (or clinical trials) is being done for Uterine Sarcoma ?
Q00868,What is (are) Polycythemia Vera ?
Q00869,What are the symptoms of Polycythemia Vera ?
Q00870,How to diagnose Polycythemia Vera ?
Q00871,What are the treatments for Polycythemia Vera ?
Q00872,What is (are) Chronic Myelogenous Leukemia ?
Q00873,What are the symptoms of Chronic Myelogenous Leukemia ?
Q00874,What are the genetic changes related to Chronic Myelogenous Leukemia ?
Q00875,How to diagnose Chronic Myelogenous Leukemia ?
Q00876,What is the outlook for Chronic Myelogenous Leukemia ?
Q00877,What are the stages of Chronic Myelogenous Leukemia ?
Q00878,what research (or clinical trials) is being done for Chronic Myelogenous Leukemia ?
Q00879,What are the treatments for Chronic Myelogenous Leukemia ?
Q00880,What is (are) Merkel Cell Carcinoma ?
Q00881,Who is at risk for Merkel Cell Carcinoma? ?
Q00882,What are the symptoms of Merkel Cell Carcinoma ?
Q00883,How to diagnose Merkel Cell Carcinoma ?
Q00884,What is the outlook for Merkel Cell Carcinoma ?
Q00885,What are the stages of Merkel Cell Carcinoma ?
Q00886,What are the treatments for Merkel Cell Carcinoma ?
Q00887,what research (or clinical trials) is being done for Merkel Cell Carcinoma ?
Q00888,What is (are) Breast Cancer ?
Q00889,Who is at risk for Breast Cancer? ?
Q00890,what research (or clinical trials) is being done for Breast Cancer ?
Q00891,What is (are) Breast Cancer ?
Q00892,How to prevent Breast Cancer ?
Q00893,Who is at risk for Breast Cancer? ?
Q00894,what research (or clinical trials) is being done for Breast Cancer ?
Q00895,What is (are) Extragonadal Germ Cell Tumors ?
Q00896,Who is at risk for Extragonadal Germ Cell Tumors? ?
Q00897,What are the symptoms of Extragonadal Germ Cell Tumors ?
Q00898,How to diagnose Extragonadal Germ Cell Tumors ?
Q00899,What is the outlook for Extragonadal Germ Cell Tumors ?
Q00900,What are the stages of Extragonadal Germ Cell Tumors ?
Q00901,What are the treatments for Extragonadal Germ Cell Tumors ?
Q00902,what research (or clinical trials) is being done for Extragonadal Germ Cell Tumors ?
Q00903,What is (are) Renal Cell Cancer ?
Q00904,What are the stages of Renal Cell Cancer ?
Q00905,What are the treatments for Renal Cell Cancer ?
Q00906,what research (or clinical trials) is being done for Renal Cell Cancer ?
Q00907,What is (are) Chronic Neutrophilic Leukemia ?
Q00908,What are the treatments for Chronic Neutrophilic Leukemia ?
Q00909,What is (are) Small Cell Lung Cancer ?
Q00910,Who is at risk for Small Cell Lung Cancer? ?
Q00911,What are the symptoms of Small Cell Lung Cancer ?
Q00912,How to diagnose Small Cell Lung Cancer ?
Q00913,What are the stages of Small Cell Lung Cancer ?
Q00914,What are the treatments for Small Cell Lung Cancer ?
Q00915,what research (or clinical trials) is being done for Small Cell Lung Cancer ?
Q00916,What is (are) Ovarian Low Malignant Potential Tumors ?
Q00917,What are the symptoms of Ovarian Low Malignant Potential Tumors ?
Q00918,How to diagnose Ovarian Low Malignant Potential Tumors ?
Q00919,What is the outlook for Ovarian Low Malignant Potential Tumors ?
Q00920,What are the stages of Ovarian Low Malignant Potential Tumors ?
Q00921,What are the treatments for Ovarian Low Malignant Potential Tumors ?
Q00922,what research (or clinical trials) is being done for Ovarian Low Malignant Potential Tumors ?
