disease_id:ID(Disease),name
D00565,adenomatous colonic polyposis - autosomal recessive inheritance - the human
D00566,adenomatous polyposis
D00567,adenomatous polyps of the stomach adenomatous polyps of the small intestines osteomas (benign bone growths
D00568,adenomyosis
D00569,adenopathy
D00570,adenovirus infections
D00571,adenylosuccinase deficiency
D00572,adermatoglyphia
D00573,adh deficiency
D00574,adhd
D00575,adhesions
D00576,adipose
D00577,adiposis
D00578,adiposis dolorosa
D00579,adnfle
D00580,adocbl
D00581,adolescent idiopathic scoliosis
D00582,adolescent nephronophthisis
D00583,adpeaf
D00584,adrenal abnormalities
D00585,adrenal adenomas
D00586,adrenal calcification - autosomal recessive inheritance - bone-marrow foam cells - death
D00587,adrenal crisis are vomiting
D00588,adrenal disease
D00589,adrenal gland adenomas
D00590,adrenal gland cancers
D00591,adrenal gland disorders
D00592,adrenal gland enlargement
D00593,adrenal gland failure
D00594,adrenal gland insufficiency
D00595,adrenal hyperplasia - adrenogenital syndrome - autosomal recessive inheritance - gynecomastia - hypertension - hypokalemic alkalosis
D00596,adrenal hyperplasia - autosomal dominant inheritance - decreased circulating renin level - hyperaldosteronism - hypertension - hypokalemia - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D00597,adrenal hyperplasia - decreased
D00598,adrenal hypoplasia - adrenocorticotropic hormone deficiency - autosomal recessive inheritance - decreased
D00599,adrenal hypoplasia - anal atresia - aortic valve stenosis - autosomal recessive inheritance - brachycephaly - coloboma - double outlet right ventricle - growth hormone deficiency - hemivertebrae - high forehead - hydronephrosis - hypospadias - intrauterine growth retardation - low posterior hairline - low-set ears - missing ribs - posterior fossa cyst - pulmonic stenosis - syndactyly - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D00600,adrenal hypoplasia - autosomal dominant inheritance - delayed skeletal maturation - epiphyseal dysplasia - growth hormone deficiency
D00601,adrenal hypoplasia 1/6 bifid scrotum 1/6 brachycephaly 1/6 cleft palate 1/6 hypospadias 1/6 microglossia 1/6 micropenis 1/6 renal hypoplasia 1/6 small sella turcica 1/6 cerebellar hypoplasia 1/9 plagiocephaly 1/9 abnormality of the cervical spine 1/10 facial asymmetry 1/10 lambdoidal craniosynostosis
D00602,adrenal hypoplasia congenita
D00603,adrenal insufficiency
D00604,adrenal insufficiency - adrenocortical hypoplasia - coma - downturned corners of mouth - episodic vomiting - frontal bossing - hypertelorism - hypertriglyceridemia - hypoglycemia - intellectual disability - ketoacidosis - lethargy - low-set ears - metabolic acidosis - muscular dystrophy
D00605,adrenal insufficiency - autosomal dominant inheritance - autosomal recessive inheritance - hypoglycemia - hypothyroidism
D00606,adrenal insufficiency - autosomal recessive inheritance - hypoglycemic seizures
D00607,adrenal insufficiency symptoms
D00608,adrenal pheochromocytoma
D00609,adrenal tumor
D00610,adrenal tumors
D00611,adrenocortical adenoma
D00612,adrenocortical carcinoma
D00613,adrenocortical carcinoma - astrocytoma - autosomal dominant inheritance
D00614,adrenocortical carcinoma - autosomal recessive inheritance - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D00615,adrenocortical carcinomas
D00616,adrenocortical insufficiency
D00617,adrenogenital syndrome
D00618,adrenoleukodystrophy
D00619,adrenomyeloneuropathy
D00620,adult medulloblastoma
D00621,adult non-hodgkin lymphomas
D00622,adult-onset
D00623,adult-onset ald
D00624,adult-onset amn
D00625,adult-onset citrullinemia type ii
D00626,adult-onset diabetes
D00627,adult-onset dystonia
D00628,adult-onset huntington disease
D00629,adult-onset leukoencephalopathy
D00630,adult-onset macular dystrophy
D00631,adult-onset type ii citrullinemia
D00632,adult-onset vitelliform dystrophy
D00633,adult-onset vitelliform macular dystrophy
D00634,adult-type fibrosarcoma
D00635,adverse allergic drug reaction
D00636,adverse drug reactions
D00637,adverse transfusion reactions
D00638,advirc
D00639,aec syndrome
D00640,af
D00641,affective disorder
D00642,affects joints
D00643,"affects personality, behavior"
D00644,afibrinogenemia
D00645,afluoride mouth
D00646,agammaglobulinemia
D00647,agammaglobulinemia - autosomal dominant inheritance - autosomal recessive inheritance - biliary tract abnormality
D00648,agammaglobulinemia - autosomal recessive inheritance
D00649,agammaglobulinemia - autosomal recessive inheritance - b lymphocytopenia
D00650,agammaglobulinemia - conjunctivitis - cor pulmonale
D00651,aganglionic megacolon
D00652,aganglionic megacolon - autosomal dominant contiguous gene syndrome - autosomal recessive inheritance - blue irides - brachydactyly syndrome
D00653,aganglionic megacolon - autosomal dominant inheritance
D00654,aganglionic megacolon - autosomal recessive inheritance - polysyndactyly of hallux - preaxial foot polydactyly - ventricular septal defect
D00655,aganglionic megacolon 5% agenesis of corpus callosum 5% bifid uvula 5% cleft palate
D00656,agat deficiency
D00657,age-related eye diseases
D00658,age-related hearing loss
D00659,age-related macular degeneration
D00660,agenesis
D00661,agenesis abnormalities
D00662,agenesis of cerebellar vermis - aortic valve stenosis - autosomal recessive inheritance - chorioretinal atrophy
D00663,agenesis of cerebellar vermis - aplasia/hypoplasia of the cerebellar vermis - ataxia - autosomal recessive inheritance - blindness - brainstem dysplasia - dilated fourth ventricle - dyspnea - hepatic fibrosis - hepatic steatosis - hepatomegaly - heterotopia - hypoplasia of the brainstem - intellectual disability
D00664,agenesis of cerebellar vermis - atria septal defect - autosomal recessive inheritance - cerebellar hypoplasia - porencephaly - situs inversus totalis - tetralogy of fallot - the human phenotype ontology (hpo
D00665,ageusia
D00666,aggression
D00667,aggressive behavior
D00668,aggressive behavior - apraxia - autosomal dominant inheritance - bradykinesia - broad-based gait - cerebellar atrophy
D00669,aggressive behavior - ataxia - autosomal recessive inheritance - blue irides - fair hair - intellectual disability
D00670,aggressive behavior - attention deficit hyperactivity disorder
D00671,aggressive behavior - autosomal recessive inheritance - cognitive impairment
D00672,aggressive behavior - blepharophimosis - broad-based gait - clinodactyly of the 5th finger - delayed speech and language development - epicanthus - failure to thrive - flat face - high palate - hypertelorism - intellectual disability - long philtrum - low-set ears - short middle phalanx of finger - short stature - short toe - strabismus - synophrys - thick eyebrow - wide nose - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D00673,aggressive behavior - blindness - dementia - hypoplasia of the iris - intellectual disability
D00674,aggressive behavior - brachycephaly - broad face - broad nasal tip - congenital onset - hyperactivity - hypoplasia of midface - hyporeflexia - intellectual disability - pain insensitivity - self-injurious behavior
D00675,aggressive behaviors
D00676,aggressive cancer
D00677,aggressive disease
D00678,aggressive fibromatosis
D00679,aggressive lymphoma
D00680,aggressive non-hodgkin lymphoma
D00681,aggressive non-hodgkin lymphomas - diffuse large b-cell lymphoma
D00682,aggressive prostate cancers
D00683,aggressive t-cell lymphomas
D00684,aggressive tumor
D00685,aggressive tumors
D00686,aggressive vascular tumors
D00687,aggressiveness
D00688,aging urinary tract infections
D00689,"aging, illness"
D00690,agitation
D00691,aglossia - autosomal recessive inheritance - choanal stenosis
D00692,agnosia
D00693,agoraphobia
D00694,agranulocytosis
D00695,agraphia
D00696,ags
D00697,agxt
D00698,agyria
D00699,ahf
D00700,ahfv
D00701,ahi1
D00702,ahus
D00703,ai/acd
D00704,aicardi goutieres syndrome
D00705,aicardi goutieres syndrome 2 - genetic testing registry: aicardi goutieres syndrome
D00706,aicardi goutieres syndrome 4 - genetic testing registry: aicardi goutieres syndrome
D00707,aicardi syndrome
D00708,aicardi's syndrome
D00709,aicardi-goutieres syndrome
D00710,aicardi-goutieres syndrome type 1
D00711,aicardi-goutieres syndrome type 1? the human phenotype ontology provides the following list of signs and symptoms for
D00712,"aicardi-goutieres syndrome type 2. if the information is available, the table below includes how often the symptom"
D00713,aicardi-goutieres syndrome type 2? the human phenotype ontology provides the following list of signs and symptoms for
D00714,"aicardi-goutieres syndrome type 3. if the information is available, the table below includes how often the symptom"
D00715,aicardi-goutieres syndrome type 3? the human phenotype ontology provides the following list of signs and symptoms for
D00716,"aicardi-goutieres syndrome type 4. if the information is available, the table below includes how often the symptom"
D00717,aicardi-goutieres syndrome type 4? the human phenotype ontology provides the following list of signs and symptoms for
D00718,aicardi-goutieres syndrome type 5
D00719,aicardi-goutieres syndrome type 5? the human phenotype ontology provides the following list of signs and symptoms for
D00720,aidp
D00721,aids
D00722,aids dementia
D00723,aids-defining illness
D00724,aids-related
D00725,aids-related cancers
D00726,aids-related kaposi sarcoma
D00727,aids-related lymphoma
D00728,aids-related lymphomas
D00729,aids-related nervous system disorders
D00730,aids-related non-hodgkin lymphoma
D00731,aids-related peripheral/systemic lymphoma
D00732,aids-related primary cns lymphoma
D00733,aiha
D00734,aip
D00735,airflow obstruction
D00736,airway blockage
D00737,airway compression
D00738,airway cough syndrome
D00739,airway damage
D00740,airway hemangioma
D00741,airway hemangiomas
D00742,airway infection
D00743,airway infections
D00744,airway inflammation
D00745,airway obstruction
D00746,airway or lung abnormalities
D00747,airway swelling
D00748,akesson syndrome
D00749,akinesia
D00750,akinesia - amyoplasia - autosomal recessive inheritance
D00751,akinesia - anarthria - anosmia - autosomal recessive inheritance - babinski
D00752,akinesia - ataxia - autosomal recessive inheritance - behavioral abnormality
D00753,akinesia - autosomal recessive inheritance - decreased fetal movement - degenerative vitreoretinopathy - edema - hydronephrosis - polyhydramnios - respiratory failure
D00754,akinesia deformation
D00755,akinesia syndrome
D00756,al nassar syndrome
D00757,alacrima
D00758,alacrimia
D00759,alad deficiency porphyria
D00760,alagille syndrome
D00761,alagille syndrome.2
D00762,albinism
D00763,albinism - autosomal dominant inheritance - congenital sensorineural hearing impairment
D00764,albinism - autosomal recessive inheritance - blue irides - freckles in sun-exposed areas - hypopigmentation of the fundus - hypoplasia of the fovea - red hair - reduced visual acuity - the human phenotype ontology (hpo
D00765,albinism - autosomal recessive inheritance - carious teeth
D00766,albinism - autosomal recessive inheritance - hearing impairment
D00767,albinism - autosomal recessive inheritance - hypopigmentation of the fundus - the human phenotype ontology (hpo
D00768,albinism - autosomal recessive inheritance - partial albinism - red hair - the human phenotype ontology (hpo
D00769,albright syndrome
D00770,albright's hereditary osteodystophy
D00771,albright's hereditary osteodystrophy
D00772,albuminuria
D00773,alcohol abuse
D00774,alcohol intolerance
D00775,alcohol intolerance reactions
D00776,alcohol overdose
D00777,alcohol smoking stress
D00778,alcohol spectrum disorders
D00779,alcohol syndrome
D00780,alcohol-related liver disease
D00781,alcoholic liver disease
D00782,alcoholic/nutritional cerebellar degeneration
D00783,alcoholism
D00784,alcoholism and hepatitis
D00785,ald
D00786,aldurazyme
D00787,alertness
D00788,alexander disease
D00789,alg6-cdg
D00790,alimentary pentosuria
D00791,alkalosis
D00792,alkaptonuria
D00793,alkhurma hemorrhagic fever
D00794,all
D00795,allagille syndrome
D00796,allan-herndon-dudley syndrome
D00797,allergen
D00798,allergic
D00799,allergic aspergillosis
D00800,allergic asthma
D00801,allergic asthma predominantly have type 2 reactions
D00802,allergic attacks
D00803,allergic bronchopulmonary aspergillosis
D00804,allergic disease
D00805,allergic diseases
D00806,allergic disorder
D00807,allergic disorders
D00808,allergic reaction
D00809,allergic reactions
D00810,allergic respiratory symptoms
D00811,allergic rhinitis
D00812,allergic-type
D00813,allergies
D00814,allergy
D00815,alloimmune thrombocytopenia
