:START_ID(Question),:END_ID(Chemical),:TYPE
Q00523,C00663,QUESTION_HAS_CHEMICAL
Q00523,C02235,QUESTION_HAS_CHEMICAL
Q00523,C00723,QUESTION_HAS_CHEMICAL
Q00523,C00279,QUESTION_HAS_CHEMICAL
Q00523,C01203,QUESTION_HAS_CHEMICAL
Q00523,C02244,QUESTION_HAS_CHEMICAL
Q00523,C01392,QUESTION_HAS_CHEMICAL
Q00523,C02032,QUESTION_HAS_CHEMICAL
Q00523,C00594,QUESTION_HAS_CHEMICAL
Q00523,C01608,QUESTION_HAS_CHEMICAL
Q00523,C00968,QUESTION_HAS_CHEMICAL
Q00523,C00833,QUESTION_HAS_CHEMICAL
Q00523,C00597,QUESTION_HAS_CHEMICAL
Q00529,C00477,QUESTION_HAS_CHEMICAL
Q00529,C01058,QUESTION_HAS_CHEMICAL
Q00529,C01693,QUESTION_HAS_CHEMICAL
Q00529,C01061,QUESTION_HAS_CHEMICAL
Q00529,C01016,QUESTION_HAS_CHEMICAL
Q00529,C00135,QUESTION_HAS_CHEMICAL
Q00529,C01189,QUESTION_HAS_CHEMICAL
Q00531,C02124,QUESTION_HAS_CHEMICAL
Q00531,C02125,QUESTION_HAS_CHEMICAL
Q00531,C01897,QUESTION_HAS_CHEMICAL
Q00532,C01776,QUESTION_HAS_CHEMICAL
Q00532,C02161,QUESTION_HAS_CHEMICAL
Q00532,C00413,QUESTION_HAS_CHEMICAL
Q00532,C01328,QUESTION_HAS_CHEMICAL
Q00532,C00156,QUESTION_HAS_CHEMICAL
Q00532,C01287,QUESTION_HAS_CHEMICAL
Q00532,C00155,QUESTION_HAS_CHEMICAL
Q00540,C01902,QUESTION_HAS_CHEMICAL
Q00540,C02182,QUESTION_HAS_CHEMICAL
Q00540,C00236,QUESTION_HAS_CHEMICAL
Q00540,C01774,QUESTION_HAS_CHEMICAL
Q00541,C01287,QUESTION_HAS_CHEMICAL
Q00541,C00573,QUESTION_HAS_CHEMICAL
Q00543,C00154,QUESTION_HAS_CHEMICAL
Q00543,C01776,QUESTION_HAS_CHEMICAL
Q00546,C01185,QUESTION_HAS_CHEMICAL
Q00546,C01475,QUESTION_HAS_CHEMICAL
Q00546,C00485,QUESTION_HAS_CHEMICAL
Q00546,C00486,QUESTION_HAS_CHEMICAL
Q00547,C01786,QUESTION_HAS_CHEMICAL
Q00547,C00485,QUESTION_HAS_CHEMICAL
Q00548,C00135,QUESTION_HAS_CHEMICAL
Q00548,C02072,QUESTION_HAS_CHEMICAL
Q00548,C00485,QUESTION_HAS_CHEMICAL
Q00549,C00485,QUESTION_HAS_CHEMICAL
Q00550,C01185,QUESTION_HAS_CHEMICAL
Q00550,C00485,QUESTION_HAS_CHEMICAL
Q00551,C01185,QUESTION_HAS_CHEMICAL
Q00551,C00485,QUESTION_HAS_CHEMICAL
Q00552,C00485,QUESTION_HAS_CHEMICAL
Q00554,C00485,QUESTION_HAS_CHEMICAL
Q00555,C01475,QUESTION_HAS_CHEMICAL
Q00556,C00485,QUESTION_HAS_CHEMICAL
Q00557,C00485,QUESTION_HAS_CHEMICAL
Q00558,C00485,QUESTION_HAS_CHEMICAL
Q00559,C00485,QUESTION_HAS_CHEMICAL
Q00560,C00485,QUESTION_HAS_CHEMICAL
Q00561,C00485,QUESTION_HAS_CHEMICAL
Q00563,C00485,QUESTION_HAS_CHEMICAL
Q00564,C00485,QUESTION_HAS_CHEMICAL
Q00565,C00485,QUESTION_HAS_CHEMICAL
Q00566,C00485,QUESTION_HAS_CHEMICAL
Q00567,C02072,QUESTION_HAS_CHEMICAL
Q00567,C01889,QUESTION_HAS_CHEMICAL
Q00567,C01906,QUESTION_HAS_CHEMICAL
Q00567,C00485,QUESTION_HAS_CHEMICAL
Q00568,C01893,QUESTION_HAS_CHEMICAL
Q00568,C01891,QUESTION_HAS_CHEMICAL
Q00568,C01892,QUESTION_HAS_CHEMICAL
Q00568,C00770,QUESTION_HAS_CHEMICAL
Q00568,C00485,QUESTION_HAS_CHEMICAL
Q00569,C00391,QUESTION_HAS_CHEMICAL
Q00569,C00485,QUESTION_HAS_CHEMICAL
Q00570,C01842,QUESTION_HAS_CHEMICAL
Q00570,C01843,QUESTION_HAS_CHEMICAL
Q00570,C01775,QUESTION_HAS_CHEMICAL
Q00570,C01845,QUESTION_HAS_CHEMICAL
Q00570,C01669,QUESTION_HAS_CHEMICAL
Q00570,C00485,QUESTION_HAS_CHEMICAL
Q00571,C01843,QUESTION_HAS_CHEMICAL
Q00571,C01117,QUESTION_HAS_CHEMICAL
Q00571,C00485,QUESTION_HAS_CHEMICAL
Q00572,C01842,QUESTION_HAS_CHEMICAL
Q00572,C00485,QUESTION_HAS_CHEMICAL
Q00573,C00391,QUESTION_HAS_CHEMICAL
Q00573,C00485,QUESTION_HAS_CHEMICAL
Q00575,C01843,QUESTION_HAS_CHEMICAL
Q00575,C01842,QUESTION_HAS_CHEMICAL
Q00575,C00485,QUESTION_HAS_CHEMICAL
Q00577,C00485,QUESTION_HAS_CHEMICAL
Q00578,C01775,QUESTION_HAS_CHEMICAL
Q00578,C00901,QUESTION_HAS_CHEMICAL
Q00578,C01845,QUESTION_HAS_CHEMICAL
Q00578,C00485,QUESTION_HAS_CHEMICAL
Q00581,C00485,QUESTION_HAS_CHEMICAL
Q00582,C00135,QUESTION_HAS_CHEMICAL
Q00583,C00135,QUESTION_HAS_CHEMICAL
Q00586,C00536,QUESTION_HAS_CHEMICAL
Q00586,C01907,QUESTION_HAS_CHEMICAL
Q00586,C01474,QUESTION_HAS_CHEMICAL
Q00586,C00296,QUESTION_HAS_CHEMICAL
Q00586,C02132,QUESTION_HAS_CHEMICAL
Q00586,C02241,QUESTION_HAS_CHEMICAL
Q00586,C00307,QUESTION_HAS_CHEMICAL
Q00586,C00314,QUESTION_HAS_CHEMICAL
Q00586,C01296,QUESTION_HAS_CHEMICAL
Q00586,C01105,QUESTION_HAS_CHEMICAL
Q00586,C01747,QUESTION_HAS_CHEMICAL
Q00586,C01530,QUESTION_HAS_CHEMICAL
Q00586,C00212,QUESTION_HAS_CHEMICAL
Q00586,C01387,QUESTION_HAS_CHEMICAL
Q00586,C01743,QUESTION_HAS_CHEMICAL
Q00586,C02097,QUESTION_HAS_CHEMICAL
Q00586,C00106,QUESTION_HAS_CHEMICAL
Q00586,C01007,QUESTION_HAS_CHEMICAL
Q00586,C00622,QUESTION_HAS_CHEMICAL
Q00586,C01529,QUESTION_HAS_CHEMICAL
Q00586,C00543,QUESTION_HAS_CHEMICAL
Q00586,C01175,QUESTION_HAS_CHEMICAL
Q00586,C00699,QUESTION_HAS_CHEMICAL
Q00586,C00784,QUESTION_HAS_CHEMICAL
Q00586,C00541,QUESTION_HAS_CHEMICAL
Q00586,C01337,QUESTION_HAS_CHEMICAL
Q00586,C01473,QUESTION_HAS_CHEMICAL
Q00586,C01201,QUESTION_HAS_CHEMICAL
Q00586,C02150,QUESTION_HAS_CHEMICAL
Q00587,C00135,QUESTION_HAS_CHEMICAL
Q00587,C00141,QUESTION_HAS_CHEMICAL
Q00593,C01907,QUESTION_HAS_CHEMICAL
Q00593,C00307,QUESTION_HAS_CHEMICAL
Q00593,C00314,QUESTION_HAS_CHEMICAL
Q00594,C01907,QUESTION_HAS_CHEMICAL
Q00594,C00622,QUESTION_HAS_CHEMICAL
Q00594,C01403,QUESTION_HAS_CHEMICAL
Q00594,C00370,QUESTION_HAS_CHEMICAL
Q00594,C01917,QUESTION_HAS_CHEMICAL
Q00594,C01916,QUESTION_HAS_CHEMICAL
Q00594,C00135,QUESTION_HAS_CHEMICAL
Q00598,C00135,QUESTION_HAS_CHEMICAL
Q00599,C02124,QUESTION_HAS_CHEMICAL
Q00599,C02217,QUESTION_HAS_CHEMICAL
Q00600,C00694,QUESTION_HAS_CHEMICAL
Q00601,C01842,QUESTION_HAS_CHEMICAL
Q00604,C00135,QUESTION_HAS_CHEMICAL
Q00606,C01897,QUESTION_HAS_CHEMICAL
Q00607,C02124,QUESTION_HAS_CHEMICAL
Q00607,C02217,QUESTION_HAS_CHEMICAL
Q00611,C01081,QUESTION_HAS_CHEMICAL
Q00611,C01830,QUESTION_HAS_CHEMICAL
Q00612,C00135,QUESTION_HAS_CHEMICAL
Q00612,C00485,QUESTION_HAS_CHEMICAL
Q00615,C00485,QUESTION_HAS_CHEMICAL
Q00616,C00135,QUESTION_HAS_CHEMICAL
Q00626,C01388,QUESTION_HAS_CHEMICAL
Q00626,C01903,QUESTION_HAS_CHEMICAL
Q00628,C00384,QUESTION_HAS_CHEMICAL
Q00628,C00772,QUESTION_HAS_CHEMICAL
Q00628,C02129,QUESTION_HAS_CHEMICAL
Q00628,C00101,QUESTION_HAS_CHEMICAL
Q00628,C00852,QUESTION_HAS_CHEMICAL
Q00628,C00249,QUESTION_HAS_CHEMICAL
Q00639,C00384,QUESTION_HAS_CHEMICAL
Q00639,C00772,QUESTION_HAS_CHEMICAL
Q00639,C02129,QUESTION_HAS_CHEMICAL
Q00639,C00101,QUESTION_HAS_CHEMICAL
Q00639,C00852,QUESTION_HAS_CHEMICAL
Q00639,C00249,QUESTION_HAS_CHEMICAL
Q00640,C01416,QUESTION_HAS_CHEMICAL
Q00640,C00279,QUESTION_HAS_CHEMICAL
Q00640,C01475,QUESTION_HAS_CHEMICAL
Q00640,C01476,QUESTION_HAS_CHEMICAL
Q00640,C01417,QUESTION_HAS_CHEMICAL
Q00642,C01845,QUESTION_HAS_CHEMICAL
Q00642,C01475,QUESTION_HAS_CHEMICAL
Q00642,C00535,QUESTION_HAS_CHEMICAL
Q00642,C00485,QUESTION_HAS_CHEMICAL
Q00643,C01842,QUESTION_HAS_CHEMICAL
Q00643,C01775,QUESTION_HAS_CHEMICAL
Q00643,C01845,QUESTION_HAS_CHEMICAL
Q00643,C00485,QUESTION_HAS_CHEMICAL
Q00645,C01416,QUESTION_HAS_CHEMICAL
Q00645,C00524,QUESTION_HAS_CHEMICAL
Q00645,C02235,QUESTION_HAS_CHEMICAL
Q00645,C01412,QUESTION_HAS_CHEMICAL
Q00645,C00279,QUESTION_HAS_CHEMICAL
Q00645,C01475,QUESTION_HAS_CHEMICAL
Q00645,C00968,QUESTION_HAS_CHEMICAL
Q00646,C01475,QUESTION_HAS_CHEMICAL
Q00647,C01475,QUESTION_HAS_CHEMICAL
Q00651,C00485,QUESTION_HAS_CHEMICAL
Q00652,C01842,QUESTION_HAS_CHEMICAL
Q00652,C00485,QUESTION_HAS_CHEMICAL
Q00656,C01416,QUESTION_HAS_CHEMICAL
Q00656,C00524,QUESTION_HAS_CHEMICAL
Q00656,C01412,QUESTION_HAS_CHEMICAL
Q00656,C00279,QUESTION_HAS_CHEMICAL
Q00657,C01416,QUESTION_HAS_CHEMICAL
Q00657,C00279,QUESTION_HAS_CHEMICAL
Q00660,C01265,QUESTION_HAS_CHEMICAL
Q00661,C01187,QUESTION_HAS_CHEMICAL
Q00661,C00942,QUESTION_HAS_CHEMICAL
Q00661,C02120,QUESTION_HAS_CHEMICAL
Q00661,C01950,QUESTION_HAS_CHEMICAL
Q00661,C02124,QUESTION_HAS_CHEMICAL
Q00661,C02127,QUESTION_HAS_CHEMICAL
Q00661,C01482,QUESTION_HAS_CHEMICAL
Q00662,C00348,QUESTION_HAS_CHEMICAL
Q00663,C00348,QUESTION_HAS_CHEMICAL
Q00665,C01083,QUESTION_HAS_CHEMICAL
Q00672,C00942,QUESTION_HAS_CHEMICAL
Q00673,C01950,QUESTION_HAS_CHEMICAL
Q00673,C01187,QUESTION_HAS_CHEMICAL
Q00674,C01950,QUESTION_HAS_CHEMICAL
Q00675,C00348,QUESTION_HAS_CHEMICAL
Q00677,C01083,QUESTION_HAS_CHEMICAL
Q00693,C02110,QUESTION_HAS_CHEMICAL
Q00693,C00982,QUESTION_HAS_CHEMICAL
Q00693,C01667,QUESTION_HAS_CHEMICAL
Q00693,C00135,QUESTION_HAS_CHEMICAL
Q00694,C02159,QUESTION_HAS_CHEMICAL
Q00694,C02110,QUESTION_HAS_CHEMICAL
Q00694,C00279,QUESTION_HAS_CHEMICAL
Q00694,C00135,QUESTION_HAS_CHEMICAL
Q00694,C00579,QUESTION_HAS_CHEMICAL
Q00694,C01667,QUESTION_HAS_CHEMICAL
Q00694,C01398,QUESTION_HAS_CHEMICAL
Q00694,C00280,QUESTION_HAS_CHEMICAL
Q00694,C01164,QUESTION_HAS_CHEMICAL
Q00695,C02110,QUESTION_HAS_CHEMICAL
Q00695,C01335,QUESTION_HAS_CHEMICAL
Q00696,C01623,QUESTION_HAS_CHEMICAL
Q00696,C00153,QUESTION_HAS_CHEMICAL
Q00696,C02110,QUESTION_HAS_CHEMICAL
Q00696,C00551,QUESTION_HAS_CHEMICAL
Q00696,C01433,QUESTION_HAS_CHEMICAL
Q00696,C00778,QUESTION_HAS_CHEMICAL
Q00696,C00537,QUESTION_HAS_CHEMICAL
Q00697,C02110,QUESTION_HAS_CHEMICAL
Q00697,C02108,QUESTION_HAS_CHEMICAL
Q00697,C01433,QUESTION_HAS_CHEMICAL
Q00697,C02179,QUESTION_HAS_CHEMICAL
Q00698,C00135,QUESTION_HAS_CHEMICAL
Q00699,C01667,QUESTION_HAS_CHEMICAL
Q00699,C02110,QUESTION_HAS_CHEMICAL
Q00700,C00135,QUESTION_HAS_CHEMICAL
Q00700,C02110,QUESTION_HAS_CHEMICAL
Q00700,C01667,QUESTION_HAS_CHEMICAL
Q00701,C02110,QUESTION_HAS_CHEMICAL
Q00702,C02159,QUESTION_HAS_CHEMICAL
Q00702,C00279,QUESTION_HAS_CHEMICAL
Q00702,C00579,QUESTION_HAS_CHEMICAL
Q00702,C01398,QUESTION_HAS_CHEMICAL
Q00702,C00280,QUESTION_HAS_CHEMICAL
Q00702,C02110,QUESTION_HAS_CHEMICAL
Q00702,C01164,QUESTION_HAS_CHEMICAL
Q00703,C02110,QUESTION_HAS_CHEMICAL
Q00704,C02110,QUESTION_HAS_CHEMICAL
Q00705,C01903,QUESTION_HAS_CHEMICAL
Q00705,C01623,QUESTION_HAS_CHEMICAL
Q00705,C00153,QUESTION_HAS_CHEMICAL
Q00705,C02110,QUESTION_HAS_CHEMICAL
Q00705,C00551,QUESTION_HAS_CHEMICAL
Q00705,C00778,QUESTION_HAS_CHEMICAL
Q00705,C00537,QUESTION_HAS_CHEMICAL
Q00711,C01381,QUESTION_HAS_CHEMICAL
Q00711,C01269,QUESTION_HAS_CHEMICAL
Q00711,C00765,QUESTION_HAS_CHEMICAL
Q00711,C01706,QUESTION_HAS_CHEMICAL
Q00711,C00270,QUESTION_HAS_CHEMICAL
Q00718,C02217,QUESTION_HAS_CHEMICAL
Q00718,C01776,QUESTION_HAS_CHEMICAL
Q00719,C01842,QUESTION_HAS_CHEMICAL
Q00719,C00255,QUESTION_HAS_CHEMICAL
Q00721,C01616,QUESTION_HAS_CHEMICAL
Q00721,C01828,QUESTION_HAS_CHEMICAL
Q00721,C00579,QUESTION_HAS_CHEMICAL
Q00721,C00728,QUESTION_HAS_CHEMICAL
Q00721,C00637,QUESTION_HAS_CHEMICAL
Q00729,C01828,QUESTION_HAS_CHEMICAL
Q00729,C00579,QUESTION_HAS_CHEMICAL
Q00729,C00728,QUESTION_HAS_CHEMICAL
Q00729,C00637,QUESTION_HAS_CHEMICAL
Q00732,C00813,QUESTION_HAS_CHEMICAL
Q00732,C01842,QUESTION_HAS_CHEMICAL
Q00732,C01843,QUESTION_HAS_CHEMICAL
Q00734,C01978,QUESTION_HAS_CHEMICAL
Q00742,C00813,QUESTION_HAS_CHEMICAL
Q00745,C01843,QUESTION_HAS_CHEMICAL
Q00749,C01978,QUESTION_HAS_CHEMICAL
Q00750,C01475,QUESTION_HAS_CHEMICAL
Q00751,C01475,QUESTION_HAS_CHEMICAL
Q00751,C00901,QUESTION_HAS_CHEMICAL
Q00751,C00535,QUESTION_HAS_CHEMICAL
Q00751,C02196,QUESTION_HAS_CHEMICAL
Q00752,C01842,QUESTION_HAS_CHEMICAL
Q00752,C00135,QUESTION_HAS_CHEMICAL
Q00752,C01775,QUESTION_HAS_CHEMICAL
Q00752,C00901,QUESTION_HAS_CHEMICAL
Q00752,C01851,QUESTION_HAS_CHEMICAL
Q00752,C00485,QUESTION_HAS_CHEMICAL
Q00752,C01845,QUESTION_HAS_CHEMICAL
Q00761,C00135,QUESTION_HAS_CHEMICAL
Q00761,C01775,QUESTION_HAS_CHEMICAL
Q00761,C01845,QUESTION_HAS_CHEMICAL
Q00761,C00485,QUESTION_HAS_CHEMICAL
Q00762,C00485,QUESTION_HAS_CHEMICAL
Q00767,C00649,QUESTION_HAS_CHEMICAL
Q00768,C01475,QUESTION_HAS_CHEMICAL
Q00770,C00574,QUESTION_HAS_CHEMICAL
Q00770,C01287,QUESTION_HAS_CHEMICAL
Q00773,C02062,QUESTION_HAS_CHEMICAL
Q00773,C00747,QUESTION_HAS_CHEMICAL
Q00773,C01240,QUESTION_HAS_CHEMICAL
Q00773,C01627,QUESTION_HAS_CHEMICAL
Q00773,C01534,QUESTION_HAS_CHEMICAL
Q00775,C00348,QUESTION_HAS_CHEMICAL
Q00775,C00901,QUESTION_HAS_CHEMICAL
Q00777,C01475,QUESTION_HAS_CHEMICAL
Q00780,C01475,QUESTION_HAS_CHEMICAL
Q00784,C01521,QUESTION_HAS_CHEMICAL
Q00784,C00517,QUESTION_HAS_CHEMICAL
Q00789,C00348,QUESTION_HAS_CHEMICAL
Q00789,C00901,QUESTION_HAS_CHEMICAL
Q00789,C01098,QUESTION_HAS_CHEMICAL
Q00791,C01052,QUESTION_HAS_CHEMICAL
Q00797,C01098,QUESTION_HAS_CHEMICAL
Q00804,C01475,QUESTION_HAS_CHEMICAL
Q00805,C01475,QUESTION_HAS_CHEMICAL
Q00807,C00013,QUESTION_HAS_CHEMICAL
Q00807,C02160,QUESTION_HAS_CHEMICAL
Q00807,C01049,QUESTION_HAS_CHEMICAL
Q00807,C00889,QUESTION_HAS_CHEMICAL
Q00807,C02099,QUESTION_HAS_CHEMICAL
Q00807,C00012,QUESTION_HAS_CHEMICAL
Q00808,C02182,QUESTION_HAS_CHEMICAL
Q00809,C00161,QUESTION_HAS_CHEMICAL
Q00809,C00942,QUESTION_HAS_CHEMICAL
Q00809,C02182,QUESTION_HAS_CHEMICAL
Q00809,C01094,QUESTION_HAS_CHEMICAL
Q00809,C01401,QUESTION_HAS_CHEMICAL
Q00809,C01792,QUESTION_HAS_CHEMICAL
Q00809,C00454,QUESTION_HAS_CHEMICAL
Q00809,C00436,QUESTION_HAS_CHEMICAL
Q00809,C01950,QUESTION_HAS_CHEMICAL
Q00809,C00635,QUESTION_HAS_CHEMICAL
Q00809,C02174,QUESTION_HAS_CHEMICAL
Q00809,C02217,QUESTION_HAS_CHEMICAL
Q00810,C00161,QUESTION_HAS_CHEMICAL
Q00810,C00942,QUESTION_HAS_CHEMICAL
Q00810,C02182,QUESTION_HAS_CHEMICAL
Q00810,C01094,QUESTION_HAS_CHEMICAL
Q00810,C01401,QUESTION_HAS_CHEMICAL
Q00810,C01792,QUESTION_HAS_CHEMICAL
Q00810,C00454,QUESTION_HAS_CHEMICAL
Q00810,C00436,QUESTION_HAS_CHEMICAL
Q00810,C01950,QUESTION_HAS_CHEMICAL
Q00810,C00635,QUESTION_HAS_CHEMICAL
Q00810,C02174,QUESTION_HAS_CHEMICAL
Q00810,C02217,QUESTION_HAS_CHEMICAL
Q00811,C02217,QUESTION_HAS_CHEMICAL
Q00812,C01475,QUESTION_HAS_CHEMICAL
Q00815,C01475,QUESTION_HAS_CHEMICAL
Q00818,C01206,QUESTION_HAS_CHEMICAL
Q00818,C00151,QUESTION_HAS_CHEMICAL
Q00818,C02081,QUESTION_HAS_CHEMICAL
Q00818,C00287,QUESTION_HAS_CHEMICAL
Q00818,C00976,QUESTION_HAS_CHEMICAL
Q00825,C00348,QUESTION_HAS_CHEMICAL
Q00825,C00901,QUESTION_HAS_CHEMICAL
Q00827,C01383,QUESTION_HAS_CHEMICAL
Q00827,C01897,QUESTION_HAS_CHEMICAL
Q00827,C00253,QUESTION_HAS_CHEMICAL
Q00827,C02006,QUESTION_HAS_CHEMICAL
Q00827,C00451,QUESTION_HAS_CHEMICAL
Q00827,C01861,QUESTION_HAS_CHEMICAL
Q00827,C01837,QUESTION_HAS_CHEMICAL
Q00827,C00252,QUESTION_HAS_CHEMICAL
Q00827,C01947,QUESTION_HAS_CHEMICAL
Q00827,C01275,QUESTION_HAS_CHEMICAL
Q00827,C01036,QUESTION_HAS_CHEMICAL
Q00827,C02099,QUESTION_HAS_CHEMICAL
Q00827,C00747,QUESTION_HAS_CHEMICAL
Q00827,C01971,QUESTION_HAS_CHEMICAL
Q00827,C01949,QUESTION_HAS_CHEMICAL
Q00827,C00279,QUESTION_HAS_CHEMICAL
Q00827,C01048,QUESTION_HAS_CHEMICAL
Q00830,C00901,QUESTION_HAS_CHEMICAL
Q00832,C01098,QUESTION_HAS_CHEMICAL
Q00838,C00901,QUESTION_HAS_CHEMICAL
Q00838,C01475,QUESTION_HAS_CHEMICAL
Q00838,C00856,QUESTION_HAS_CHEMICAL
Q00840,C00901,QUESTION_HAS_CHEMICAL
Q00841,C00976,QUESTION_HAS_CHEMICAL
Q00846,C00693,QUESTION_HAS_CHEMICAL
Q00848,C00901,QUESTION_HAS_CHEMICAL
Q00858,C00976,QUESTION_HAS_CHEMICAL
Q00859,C00976,QUESTION_HAS_CHEMICAL
Q00860,C02240,QUESTION_HAS_CHEMICAL
Q00861,C01971,QUESTION_HAS_CHEMICAL
Q00861,C02240,QUESTION_HAS_CHEMICAL
Q00865,C01098,QUESTION_HAS_CHEMICAL
Q00871,C01514,QUESTION_HAS_CHEMICAL
Q00871,C01206,QUESTION_HAS_CHEMICAL
Q00872,C01475,QUESTION_HAS_CHEMICAL
Q00874,C02099,QUESTION_HAS_CHEMICAL
Q00875,C01475,QUESTION_HAS_CHEMICAL
Q00879,C01590,QUESTION_HAS_CHEMICAL
Q00879,C00603,QUESTION_HAS_CHEMICAL
Q00879,C01215,QUESTION_HAS_CHEMICAL
Q00879,C02099,QUESTION_HAS_CHEMICAL
Q00879,C00672,QUESTION_HAS_CHEMICAL
Q00879,C01049,QUESTION_HAS_CHEMICAL
Q00879,C00976,QUESTION_HAS_CHEMICAL
Q00879,C01406,QUESTION_HAS_CHEMICAL
Q00881,C01659,QUESTION_HAS_CHEMICAL
Q00881,C01670,QUESTION_HAS_CHEMICAL
Q00885,C00348,QUESTION_HAS_CHEMICAL
Q00885,C00901,QUESTION_HAS_CHEMICAL
Q00892,C00224,QUESTION_HAS_CHEMICAL
Q00892,C01457,QUESTION_HAS_CHEMICAL
Q00892,C01157,QUESTION_HAS_CHEMICAL
Q00892,C01627,QUESTION_HAS_CHEMICAL
Q00892,C00485,QUESTION_HAS_CHEMICAL
Q00892,C00747,QUESTION_HAS_CHEMICAL
Q00892,C01701,QUESTION_HAS_CHEMICAL
Q00892,C00783,QUESTION_HAS_CHEMICAL
Q00892,C01892,QUESTION_HAS_CHEMICAL
Q00892,C02217,QUESTION_HAS_CHEMICAL
Q00892,C01971,QUESTION_HAS_CHEMICAL
Q00892,C01842,QUESTION_HAS_CHEMICAL
Q00892,C00344,QUESTION_HAS_CHEMICAL
Q00892,C02161,QUESTION_HAS_CHEMICAL
Q00892,C00992,QUESTION_HAS_CHEMICAL
Q00892,C00766,QUESTION_HAS_CHEMICAL
Q00892,C00749,QUESTION_HAS_CHEMICAL
Q00892,C01802,QUESTION_HAS_CHEMICAL
Q00892,C00135,QUESTION_HAS_CHEMICAL
Q00892,C01628,QUESTION_HAS_CHEMICAL
Q00893,C00224,QUESTION_HAS_CHEMICAL
Q00893,C01457,QUESTION_HAS_CHEMICAL
Q00893,C01157,QUESTION_HAS_CHEMICAL
Q00893,C01627,QUESTION_HAS_CHEMICAL
Q00893,C00485,QUESTION_HAS_CHEMICAL
Q00893,C00747,QUESTION_HAS_CHEMICAL
Q00893,C01701,QUESTION_HAS_CHEMICAL
Q00893,C00783,QUESTION_HAS_CHEMICAL
Q00893,C01892,QUESTION_HAS_CHEMICAL
Q00893,C02217,QUESTION_HAS_CHEMICAL
Q00893,C01971,QUESTION_HAS_CHEMICAL
Q00893,C01842,QUESTION_HAS_CHEMICAL
Q00893,C00344,QUESTION_HAS_CHEMICAL
Q00893,C02161,QUESTION_HAS_CHEMICAL
Q00893,C00992,QUESTION_HAS_CHEMICAL
Q00893,C00766,QUESTION_HAS_CHEMICAL
Q00893,C00749,QUESTION_HAS_CHEMICAL
Q00893,C01802,QUESTION_HAS_CHEMICAL
Q00893,C00135,QUESTION_HAS_CHEMICAL
Q00893,C01628,QUESTION_HAS_CHEMICAL
Q00894,C02217,QUESTION_HAS_CHEMICAL
Q00898,C00901,QUESTION_HAS_CHEMICAL
Q00898,C01128,QUESTION_HAS_CHEMICAL
Q00901,C00976,QUESTION_HAS_CHEMICAL
Q00902,C00976,QUESTION_HAS_CHEMICAL
Q00905,C00763,QUESTION_HAS_CHEMICAL
Q00905,C01991,QUESTION_HAS_CHEMICAL
Q00905,C01475,QUESTION_HAS_CHEMICAL
Q00905,C01418,QUESTION_HAS_CHEMICAL
Q00909,C00425,QUESTION_HAS_CHEMICAL
Q00909,C01475,QUESTION_HAS_CHEMICAL
Q00910,C01843,QUESTION_HAS_CHEMICAL
Q00910,C00495,QUESTION_HAS_CHEMICAL
Q00910,C00436,QUESTION_HAS_CHEMICAL
Q00910,C00317,QUESTION_HAS_CHEMICAL
Q00913,C00901,QUESTION_HAS_CHEMICAL
Q00928,C02217,QUESTION_HAS_CHEMICAL
Q00931,C00309,QUESTION_HAS_CHEMICAL
Q00931,C00308,QUESTION_HAS_CHEMICAL
Q00932,C00450,QUESTION_HAS_CHEMICAL
Q00933,C01475,QUESTION_HAS_CHEMICAL
Q00933,C01098,QUESTION_HAS_CHEMICAL
Q00933,C00901,QUESTION_HAS_CHEMICAL
Q00933,C00856,QUESTION_HAS_CHEMICAL
Q00937,C00135,QUESTION_HAS_CHEMICAL
Q00937,C00122,QUESTION_HAS_CHEMICAL
Q00938,C01998,QUESTION_HAS_CHEMICAL
Q00942,C01475,QUESTION_HAS_CHEMICAL
Q00943,C00942,QUESTION_HAS_CHEMICAL
Q00945,C00812,QUESTION_HAS_CHEMICAL
Q00945,C01060,QUESTION_HAS_CHEMICAL
Q00945,C00694,QUESTION_HAS_CHEMICAL
Q00947,C00901,QUESTION_HAS_CHEMICAL
Q00948,C00966,QUESTION_HAS_CHEMICAL
Q00951,C00135,QUESTION_HAS_CHEMICAL
Q00953,C00308,QUESTION_HAS_CHEMICAL
Q00953,C00901,QUESTION_HAS_CHEMICAL
Q00955,C01098,QUESTION_HAS_CHEMICAL
Q00960,C01049,QUESTION_HAS_CHEMICAL
Q00961,C02217,QUESTION_HAS_CHEMICAL
Q00964,C00693,QUESTION_HAS_CHEMICAL
Q00966,C00901,QUESTION_HAS_CHEMICAL
Q00966,C01098,QUESTION_HAS_CHEMICAL
Q00969,C01475,QUESTION_HAS_CHEMICAL
Q00969,C01085,QUESTION_HAS_CHEMICAL
Q00970,C00608,QUESTION_HAS_CHEMICAL
Q00970,C01155,QUESTION_HAS_CHEMICAL
Q00970,C00299,QUESTION_HAS_CHEMICAL
Q00970,C00259,QUESTION_HAS_CHEMICAL
Q00970,C01085,QUESTION_HAS_CHEMICAL
Q00971,C01475,QUESTION_HAS_CHEMICAL
Q00975,C00856,QUESTION_HAS_CHEMICAL
Q00978,C01155,QUESTION_HAS_CHEMICAL
Q00979,C01793,QUESTION_HAS_CHEMICAL
Q00979,C00763,QUESTION_HAS_CHEMICAL
Q00979,C01155,QUESTION_HAS_CHEMICAL
